age,gender,country,prefecture,wish_original,wish_ja,wish_en,wish_zh,wish_ko,flag,timestamp
70-,女性,日本,徳島県,地球というひとつの家族が調和を保てますように,地球というひとつの家族が調和を保てますように,May the Earth be in harmony,愿大地和谐,지구가 조화롭게되기를 바랍니다,🇯🇵,2025-05-04 23:52:11
41-50,女性,日本,埼玉県,卒業後の進路が明確になりますように,卒業後の進路が明確になりますように,I hope that your career path after graduation will be clear,希望您毕业后的职业道路会很清楚,나는 졸업 후 당신의 경력 경로가 분명하기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
21-30,男性,日本,大分県,理想のチームで働けますように,理想のチームで働けますように,I hope you can work in your ideal team,希望您能在理想的团队中工作,이상적인 팀에서 일할 수 있기를 바랍니다,🇯🇵,2025-05-04 23:52:11
31-40,回答しない,日本,秋田県,少子化対策が成果を上げますように,少子化対策が成果を上げますように,I hope that measures to combat declining birthrates will improve results,我希望打击下降的出生率的措施将改善结果,생년월일 감소에 대한 조치가 결과를 향상시킬 수 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
31-40,男性,日本,兵庫県,プロジェクトが成功裏に完了しますように,プロジェクトが成功裏に完了しますように,I hope the project is completed successfully,我希望该项目成功完成,프로젝트가 성공적으로 완료되기를 바랍니다,🇯🇵,2025-05-04 23:52:11
21-30,回答しない,日本,青森県,心のモヤモヤが晴れますように,心のモヤモヤが晴れますように,I hope the uneasy feelings of my heart will be cleared,我希望我的内心不安的感觉能被清除,내 마음의 불안한 감정이 사라지기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
31-40,女性,韓国,,나는 우리가 새로운 약물 개발에 참여하고 많은 생명을 구할 수 있기를 바랍니다,新薬開発に参加して多くの命を救えますように,I hope that we can participate in new drug development and save many lives,我希望我们可以参加新药开发并挽救许多生命,나는 우리가 새로운 약물 개발에 참여하고 많은 생명을 구할 수 있기를 바랍니다.,🇰🇷,2025-05-04 23:52:11
21-30,女性,日本,埼玉県,海外で新しいビジネスを立ち上げられますように,海外で新しいビジネスを立ち上げられますように,I hope you can start a new business overseas,希望您可以在海外开设一家新业务,해외에서 새로운 사업을 시작할 수 있기를 바랍니다,🇯🇵,2025-05-04 23:52:11
11-20,女性,日本,福井県,海外留学できますように,海外留学できますように,I hope you can study abroad,我希望你可以出国学习,해외에서 공부할 수 있기를 바랍니다,🇯🇵,2025-05-04 23:52:11
21-30,男性,ドミニカ共和国,,I hope that we can respond flexibly to sudden changes in specifications,急な仕様変更に柔軟に対応できますように,I hope that we can respond flexibly to sudden changes in specifications.,我希望我们可以灵活地对规格突然变化的反应。,사양의 갑작스런 변화에 유연하게 반응 할 수 있기를 바랍니다.,🇩🇴,2025-05-04 23:52:11
61-70,男性,日本,沖縄県,信頼できる友達ができますように,信頼できる友達ができますように,I hope you can make trustworthy friends,我希望你能结交可信赖的朋友,신뢰할 수있는 친구를 만들 수 있기를 바랍니다,🇯🇵,2025-05-04 23:52:11
21-30,男性,韓国,,온 가족이 함께 웃을 수있는 더 많은 기회가 있기를 바랍니다,家族みんなで笑い合う機会が増えますように,I hope that the whole family will have more opportunities to laugh together,我希望整个家庭将有更多的机会一起笑,온 가족이 함께 웃을 수있는 더 많은 기회가 있기를 바랍니다.,🇰🇷,2025-05-04 23:52:11
31-40,男性,日本,秋田県,自己理解が深まりますように,自己理解が深まりますように,I hope that my self-understanding will deepen,我希望我的自我理解会加深,내 자기 이해가 깊어 지길 바랍니다,🇯🇵,2025-05-04 23:52:11
70-,女性,日本,山梨県,留学先で充実した経験ができますように,留学先で充実した経験ができますように,I hope you will have a fulfilling experience when studying abroad,希望您在出国留学时会有丰富的经历,해외에서 공부할 때 성취 된 경험이 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
61-70,男性,日本,秋田県,新しいスキルを迅速に習得できますように,新しいスキルを迅速に習得できますように,I hope you can quickly acquire new skills,希望您能快速获得新技能,새로운 기술을 빨리 얻을 수 있기를 바랍니다,🇯🇵,2025-05-04 23:52:11
31-40,男性,日本,福岡県,家族全員が新しいスキルを身につけられますように,家族全員が新しいスキルを身につけられますように,I hope that the whole family can acquire new skills,我希望整个家庭都能获得新技能,온 가족이 새로운 기술을 습득 할 수 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
-10,回答しない,日本,山梨県,給食でカレーが毎週出ますように,給食でカレーが毎週出ますように,I hope curry will be served every week in school lunches,我希望咖喱每周都会在学校午餐,나는 학교 점심으로 매주 카레가 제공되기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
-10,女性,日本,千葉県,放課後におやつパーティーができますように,放課後におやつパーティーができますように,I hope we can have a snack party after school,我希望我们放学后可以举办小吃聚会,방과 후 간식 파티를 가질 수 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
70-,回答しない,日本,徳島県,独立が成功しますように,独立が成功しますように,May independence succeed,愿独立成功,독립이 성공할 수 있습니다,🇯🇵,2025-05-04 23:52:11
70-,回答しない,日本,兵庫県,世界一周できますように,世界一周できますように,I hope you can go around the world,我希望你能环游世界,나는 당신이 전 세계를 돌아 다닐 수 있기를 바랍니다,🇯🇵,2025-05-04 23:52:11
61-70,男性,日本,鹿児島県,地域の自然が守られますように,地域の自然が守られますように,I hope that the nature of the area is protected,我希望该地区的性质受到保护,지역의 본질이 보호되기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
11-20,男性,日本,山口県,勉強のやる気が出ますように,勉強のやる気が出ますように,I hope you will be motivated to study,我希望你会有动力学习,공부에 동기를 부여하기를 바랍니다,🇯🇵,2025-05-04 23:52:11
70-,女性,日本,愛媛県,告白がうまくいきますように,告白がうまくいきますように,I hope the confession goes well,我希望坦白顺利,나는 고백이 잘되기를 바랍니다,🇯🇵,2025-05-04 23:52:11
-10,女性,中国,,我希望你的宠物买一只兔子,ペットにうさぎを買ってもらえますように,I hope your pet buys a rabbit,我希望你的宠物买一只兔子,애완 동물이 토끼를 사기를 바랍니다,🇨🇳,2025-05-04 23:52:11
21-30,男性,韓国,,나는 당신이 다치지 않고 일년 내내 보낼 수 있기를 바랍니다,怪我をせずに一年過ごせますように,I hope you can spend the whole year without getting hurt,我希望你能在不受伤的情况下度过一年,나는 당신이 다치지 않고 일년 내내 보낼 수 있기를 바랍니다.,🇰🇷,2025-05-04 23:52:11
31-40,女性,日本,愛知県,安定した収入が得られますように,安定した収入が得られますように,I hope you will earn a stable income,希望您能获得稳定的收入,나는 당신이 안정적인 소득을 얻기를 바랍니다,🇯🇵,2025-05-04 23:52:11
-10,男性,ナイジェリア,,I hope you will be able to have free refills of lunches every day,毎日給食がおかわり自由になりますように,I hope you will be able to have free refills of lunches every day,希望您每天都能免费提供午餐的免费补充,매일 점심을 무료로 리필 할 수 있기를 바랍니다.,🇳🇬,2025-05-04 23:52:11
-10,男性,韓国,,나는 학교 점심으로 매주 카레가 제공되기를 바랍니다,給食でカレーが毎週出ますように,I hope curry will be served every week in school lunches,我希望咖喱每周都会在学校午餐,나는 학교 점심으로 매주 카레가 제공되기를 바랍니다.,🇰🇷,2025-05-04 23:52:11
11-20,女性,日本,広島県,通学路にカフェが新しくできますように,通学路にカフェが新しくできますように,I hope that a new cafe will be opened on the school route,我希望在学校路线上开设新咖啡馆,학교 경로에서 새로운 카페가 열리기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
61-70,女性,グアテマラ,,I hope that disaster prevention stockpiles are fully prepared,防災備蓄が十分に整いますように,I hope that disaster prevention stockpiles are fully prepared,我希望预防灾难的库存已经充分准备,재난 예방 비축이 완전히 준비되기를 바랍니다,🇬🇹,2025-05-04 23:52:11
61-70,女性,アルゼンチン,,Que la sensación de esperanza se desvanezca y podamos encontrar esperanza,絶望感が薄れ、希望を見いだせますように,May the sense of hope fade away and we can find hope,愿希望的感觉消失了，我们可以找到希望,희망의 감각이 사라지고 우리는 희망을 찾을 수 있습니다,🇦🇷,2025-05-04 23:52:11
51-60,男性,日本,愛知県,学会発表が大成功しますように,学会発表が大成功しますように,I hope the conference presentation will be a great success,我希望会议演讲将取得巨大的成功,컨퍼런스 프레젠테이션이 큰 성공이되기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
11-20,女性,日本,岡山県,テストでいい点が取れますように,テストでいい点が取れますように,I hope you get good points on the test,我希望你能在考试中得到好积分,시험에서 좋은 점을 얻으 셨기를 바랍니다,🇯🇵,2025-05-04 23:52:11
21-30,男性,エジプト,,I hope you can work as an actor,俳優として活躍できますように,I hope you can work as an actor,我希望你能作为演员工作,배우로 일할 수 있기를 바랍니다,🇪🇬,2025-05-04 23:52:11
61-70,男性,フランス,,J'espère que les sentiments mal à l'aise de mon cœur seront éliminés,心のモヤモヤが晴れますように,I hope the uneasy feelings of my heart will be cleared,我希望我的内心不安的感觉能被清除,내 마음의 불안한 감정이 사라지기를 바랍니다.,🇫🇷,2025-05-04 23:52:11
31-40,女性,日本,長崎県,研究が順調に進みますように,研究が順調に進みますように,I hope your research progresses smoothly,希望您的研究顺利进行,귀하의 연구가 순조롭게 진행되기를 바랍니다,🇯🇵,2025-05-04 23:52:11
70-,回答しない,日本,東京都,高齢化対策が効果的に進みますように,高齢化対策が効果的に進みますように,I hope that measures to combat aging will be effective,我希望对抗衰老的措施将有效,노화와 싸우기위한 조치가 효과적이기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
11-20,女性,日本,広島県,勉強が楽しくなりますように,勉強が楽しくなりますように,I hope your studies will be fun,希望您的学业会很有趣,나는 당신의 공부가 재미 있기를 바랍니다,🇯🇵,2025-05-04 23:52:11
70-,女性,日本,奈良県,助けを求める勇気が持てますように,助けを求める勇気が持てますように,I hope you have the courage to seek help,希望您有勇气寻求帮助,도움을 구할 용기가 있기를 바랍니다,🇯🇵,2025-05-04 23:52:11
-10,女性,トルコ,,I hope curry will be served every week in school lunches,給食でカレーが毎週出ますように,I hope curry will be served every week in school lunches,我希望咖喱每周都会在学校午餐,나는 학교 점심으로 매주 카레가 제공되기를 바랍니다.,🇹🇷,2025-05-04 23:52:11
31-40,女性,日本,和歌山県,集中力が続きますように,集中力が続きますように,I hope you continue to concentrate,我希望你继续集中精力,나는 당신이 계속 집중하기를 바랍니다,🇯🇵,2025-05-04 23:52:11
31-40,男性,日本,福井県,有名になりますように,有名になりますように,I hope you become famous,我希望你成名,나는 당신이 유명 해지기를 바랍니다,🇯🇵,2025-05-04 23:52:11
-10,男性,フランス,,J'espère que vous devenez un youtuber,YouTuberになれますように,I hope you become a YouTuber,我希望你成为YouTuber,나는 당신이 YouTuber가되기를 바랍니다,🇫🇷,2025-05-04 23:52:11
11-20,男性,日本,山口県,朝のホームルームに遅刻しませんように,朝のホームルームに遅刻しませんように,I hope you're not late to your homeroom in the morning,希望您早上不要迟到,아침에 홈룸에 늦지 않았 으면 좋겠어요,🇯🇵,2025-05-04 23:52:11
-10,男性,日本,秋田県,友達と仲良くできますように,友達と仲良くできますように,I hope you can get along well with your friends,希望您能和您的朋友相处融洽,친구들과 잘 지낼 수 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
70-,女性,韓国,,나는 당신이 당신의 가족과 함께 여행 할 수 있기를 바랍니다,家族で旅行に行けますように,I hope you can go on a trip with your family,我希望你能和家人一起旅行,나는 당신이 당신의 가족과 함께 여행 할 수 있기를 바랍니다.,🇰🇷,2025-05-04 23:52:11
51-60,女性,パナマ,,I hope that disaster recovery will be carried out quickly,災害復興が迅速に進められますように,I hope that disaster recovery will be carried out quickly,我希望灾难恢复会很快进行,재해 회복이 빠르게 수행되기를 바랍니다.,🇵🇦,2025-05-04 23:52:11
31-40,男性,中国,,我希望过度工作会得到缓解,業務過多が緩和されますように,I hope that over-work will be alleviated,我希望过度工作会得到缓解,과잉 작업이 완화되기를 바랍니다,🇨🇳,2025-05-04 23:52:11
41-50,男性,中国,,我希望家庭之间会有更少的误解,家族間のすれ違いが減りますように,I hope that there will be fewer misunderstandings between families,我希望家庭之间会有更少的误解,가족 사이에 오해가 줄어들기를 바랍니다.,🇨🇳,2025-05-04 23:52:11
41-50,女性,日本,宮城県,失敗から学び成長できますように,失敗から学び成長できますように,I hope you can learn and grow from your mistakes,希望您可以从错误中学习并成长,실수로 배우고 성장할 수 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
70-,男性,日本,秋田県,消費税が公平に運用されますように,消費税が公平に運用されますように,I hope that consumption tax is fair,我希望消费税是公平的,소비세가 공정하기를 바랍니다,🇯🇵,2025-05-04 23:52:11
21-30,女性,中国,,希望您通过推出自己的品牌成功,自分だけのブランドを立ち上げて成功しますように,I hope you will be successful by launching your own brand,希望您通过推出自己的品牌成功,나만의 브랜드를 시작하여 성공하기를 바랍니다.,🇨🇳,2025-05-04 23:52:11
61-70,女性,日本,高知県,地域での文化講座が活発になりますように,地域での文化講座が活発になりますように,I hope that local cultural courses will be active,我希望当地的文化课程将活跃,지역 문화 과정이 활발 해지기를 바랍니다,🇯🇵,2025-05-04 23:52:11
-10,女性,日本,新潟県,新しい自転車が買ってもらえますように,新しい自転車が買ってもらえますように,I hope you can buy a new bike,希望您可以买一辆新自行车,새 자전거를 살 수 있기를 바랍니다,🇯🇵,2025-05-04 23:52:11
-10,女性,日本,鹿児島県,YouTuberになれますように,YouTuberになれますように,I hope you become a YouTuber,我希望你成为YouTuber,나는 당신이 YouTuber가되기를 바랍니다,🇯🇵,2025-05-04 23:52:11
21-30,女性,日本,栃木県,社内プレゼンが大成功しますように,社内プレゼンが大成功しますように,I hope your company presentation will be a great success,希望您的公司演讲将取得巨大的成功,회사 프레젠테이션이 큰 성공이되기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
21-30,男性,日本,鹿児島県,平和憲法が世界の模範になりますように,平和憲法が世界の模範になりますように,May the peace constitution be an example of the world,愿和平宪法是世界的一个例子,평화 헌법이 세상의 모범이되기를,🇯🇵,2025-05-04 23:52:11
70-,女性,日本,茨城県,やりがいのある仕事に就けますように,やりがいのある仕事に就けますように,I hope you get a rewarding job,我希望你能得到一份有意义的工作,보람있는 직업을 갖기를 바랍니다,🇯🇵,2025-05-04 23:52:11
70-,女性,日本,大分県,世界一周できますように,世界一周できますように,I hope you can go around the world,我希望你能环游世界,나는 당신이 전 세계를 돌아 다닐 수 있기를 바랍니다,🇯🇵,2025-05-04 23:52:11
21-30,男性,日本,群馬県,集中力が続きますように,集中力が続きますように,I hope you continue to concentrate,我希望你继续集中精力,나는 당신이 계속 집중하기를 바랍니다,🇯🇵,2025-05-04 23:52:11
31-40,女性,パナマ,,I hope you can overcome your shyness,人見知りを克服できますように,I hope you can overcome your shyness,我希望你能克服害羞,나는 당신이 당신의 수줍음을 극복 할 수 있기를 바랍니다,🇵🇦,2025-05-04 23:52:11
70-,女性,中国,,希望您从您梦dream以求的公司那里得到工作,憧れの企業で内定をもらえますように,I hope you get a job offer from the company you've dreamed of,希望您从您梦dream以求的公司那里得到工作,당신이 꿈꾸던 회사로부터 구인을 받기를 바랍니다.,🇨🇳,2025-05-04 23:52:11
51-60,女性,韓国,,일과 삶의 균형이 정확하기를 바랍니다,ワークライフバランスが整いますように,I hope that work-life balance is correct,我希望工作与生活平衡是正确的,일과 삶의 균형이 정확하기를 바랍니다,🇰🇷,2025-05-04 23:52:11
70-,女性,スウェーデン,,I hope you have more time to smile,笑顔の時間が増えますように,I hope you have more time to smile,我希望你有更多的微笑,나는 당신이 웃을 시간이 더 있기를 바랍니다,🇸🇪,2025-05-04 23:52:11
-10,女性,日本,静岡県,夏休みが長くなってほしい,夏休みが長くなってほしい,I want the summer vacation to be longer,我希望暑假更长,나는 여름 방학이 더 길기를 원합니다,🇯🇵,2025-05-04 23:52:11
70-,女性,日本,三重県,昇進できますように,昇進できますように,I hope you can get promoted,我希望你能得到晋升,나는 당신이 승진 할 수 있기를 바랍니다,🇯🇵,2025-05-04 23:52:11
31-40,女性,中国,,我希望你能赢得大型比赛,大きな大会で優勝できますように,I hope you can win a big tournament,我希望你能赢得大型比赛,큰 토너먼트에서 이길 수 있기를 바랍니다,🇨🇳,2025-05-04 23:52:11
21-30,女性,中国,,我希望会议材料会很容易准备,会議資料の準備が楽になりますように,I hope that meeting materials will be prepared easily,我希望会议材料会很容易准备,회의 자료가 쉽게 준비되기를 바랍니다,🇨🇳,2025-05-04 23:52:11
-10,女性,ドイツ,,"Ich möchte, dass die Sommerferien länger sein",夏休みが長くなってほしい,I want the summer vacation to be longer,我希望暑假更长,나는 여름 방학이 더 길기를 원합니다,🇩🇪,2025-05-04 23:52:11
70-,女性,日本,三重県,親友が見つかりますように,親友が見つかりますように,I hope you find a best friend,希望你能找到一个最好的朋友,나는 당신이 가장 친한 친구를 찾기를 바랍니다,🇯🇵,2025-05-04 23:52:11
31-40,女性,日本,栃木県,フレックスタイム制度が活用できますように,フレックスタイム制度が活用できますように,I hope that the flextime system can be utilized,我希望可以使用弹性系统,FlexTime 시스템이 활용 될 수 있기를 바랍니다,🇯🇵,2025-05-04 23:52:11
51-60,男性,日本,静岡県,悲しみを受け入れ、前に進めますように,悲しみを受け入れ、前に進めますように,May I accept my sadness and move forward,我可以接受我的悲伤并前进吗,슬픔을 받아들이고 앞으로 나아갈 수 있습니다,🇯🇵,2025-05-04 23:52:11
70-,女性,日本,広島県,会議資料の準備が楽になりますように,会議資料の準備が楽になりますように,I hope that meeting materials will be prepared easily,我希望会议材料会很容易准备,회의 자료가 쉽게 준비되기를 바랍니다,🇯🇵,2025-05-04 23:52:11
31-40,女性,韓国,,갈등이 끝나고 평화가 확대되기를 바랍니다,紛争が終結し平和が広がりますように,May the conflict end and peace expand,愿冲突结束和和平扩大,갈등이 끝나고 평화가 확대되기를 바랍니다,🇰🇷,2025-05-04 23:52:11
51-60,男性,中国,,我希望能确保稳定的水资源供应,水資源の安定供給が確保されますように,I hope that a stable supply of water resources is ensured,我希望能确保稳定的水资源供应,안정적인 수자원 공급이 보장되기를 바랍니다.,🇨🇳,2025-05-04 23:52:11
21-30,女性,日本,千葉県,セキュリティリスクが低減しますように,セキュリティリスクが低減しますように,I hope that security risks will be reduced,我希望安全风险将降低,보안 위험이 줄어들기를 바랍니다,🇯🇵,2025-05-04 23:52:11
70-,男性,フィジー,,I hope the confession goes well,告白がうまくいきますように,I hope the confession goes well,我希望坦白顺利,나는 고백이 잘되기를 바랍니다,🇫🇯,2025-05-04 23:52:11
51-60,男性,インドネシア,,I hope you can find your favorite book in the library,図書館でお気に入りの本に出会えますように,I hope you can find your favorite book in the library,希望您能在图书馆找到自己喜欢的书,도서관에서 좋아하는 책을 찾을 수 있기를 바랍니다.,🇮🇩,2025-05-04 23:52:11
-10,女性,日本,石川県,放課後におやつパーティーができますように,放課後におやつパーティーができますように,I hope we can have a snack party after school,我希望我们放学后可以举办小吃聚会,방과 후 간식 파티를 가질 수 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
21-30,男性,日本,宮城県,海外で仕事ができますように,海外で仕事ができますように,I hope you can work overseas,我希望你能在海外工作,해외에서 일할 수 있기를 바랍니다,🇯🇵,2025-05-04 23:52:11
-10,女性,日本,和歌山県,新しい自転車が買ってもらえますように,新しい自転車が買ってもらえますように,I hope you can buy a new bike,希望您可以买一辆新自行车,새 자전거를 살 수 있기를 바랍니다,🇯🇵,2025-05-04 23:52:11
41-50,女性,日本,徳島県,翻訳家として有名な本を訳せますように,翻訳家として有名な本を訳せますように,I hope I can translate a book that is famous as a translator,我希望我能翻译一本书，以翻译而闻名,번역가로 유명한 책을 번역 할 수 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
11-20,女性,日本,北海道,スマホのゲームでレアキャラが出ますように,スマホのゲームでレアキャラが出ますように,I hope rare characters appear in smartphone games,我希望稀有角色出现在智能手机游戏中,스마트 폰 게임에 드문 캐릭터가 나타나기를 바랍니다,🇯🇵,2025-05-04 23:52:11
70-,男性,日本,岡山県,地域の子育て支援が充実しますように,地域の子育て支援が充実しますように,I hope that local child-rearing support will be enhanced,我希望当地的育儿支持将得到增强,지역 보육 지원이 향상되기를 바랍니다,🇯🇵,2025-05-04 23:52:11
51-60,男性,日本,大阪府,アイデア会議が盛り上がりますように,アイデア会議が盛り上がりますように,I hope the idea meeting will be lively,我希望这个想法会很活跃,아이디어 회의가 활기차게되기를 바랍니다,🇯🇵,2025-05-04 23:52:11
11-20,女性,日本,神奈川県,好きな先生に褒められますように,好きな先生に褒められますように,I hope your favorite teacher will praise you,我希望你最喜欢的老师会赞美你,좋아하는 선생님이 당신을 찬양하기를 바랍니다,🇯🇵,2025-05-04 23:52:11
11-20,回答しない,ドミニカ共和国,,I hope that all new members of the club will be cute/cool,部活の新入部員がかわいい／かっこいい人ばかりになりますように,I hope that all new members of the club will be cute/cool,我希望俱乐部的所有新成员都会很可爱/很酷,클럽의 모든 신입 회원이 귀엽고 시원하기를 바랍니다.,🇩🇴,2025-05-04 23:52:11
51-60,女性,日本,宮城県,リモートワークの環境が安定しますように,リモートワークの環境が安定しますように,I hope that the environment for remote work will be stable,我希望远程工作的环境将是稳定的,원격 작업 환경이 안정적이기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
21-30,男性,中国,,我希望你能与人建立联系而不会感到一个人,孤独感を感じず、人とつながれますように,I hope you can connect with people without feeling alone,我希望你能与人建立联系而不会感到一个人,혼자 느끼지 않고 사람들과 연결할 수 있기를 바랍니다.,🇨🇳,2025-05-04 23:52:11
70-,女性,日本,山口県,地域での文化講座が活発になりますように,地域での文化講座が活発になりますように,I hope that local cultural courses will be active,我希望当地的文化课程将活跃,지역 문화 과정이 활발 해지기를 바랍니다,🇯🇵,2025-05-04 23:52:11
41-50,女性,ニュージーランド,,I hope you have peace of mind,心の余裕が持てますように,I hope you have peace of mind,我希望你放心,나는 당신이 마음의 평화를 가지고 있기를 바랍니다,🇳🇿,2025-05-04 23:52:11
-10,女性,日本,岡山県,テストで100点取れますように,テストで100点取れますように,I hope I get 100 points on the test,我希望我在测试中得到100分,테스트에서 100 포인트를 얻기를 바랍니다,🇯🇵,2025-05-04 23:52:11
31-40,男性,日本,千葉県,水資源の安定供給が確保されますように,水資源の安定供給が確保されますように,I hope that a stable supply of water resources is ensured,我希望能确保稳定的水资源供应,안정적인 수자원 공급이 보장되기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
-10,女性,パラグアイ,,I hope we can have a snack party after school,放課後におやつパーティーができますように,I hope we can have a snack party after school,我希望我们放学后可以举办小吃聚会,방과 후 간식 파티를 가질 수 있기를 바랍니다.,🇵🇾,2025-05-04 23:52:11
31-40,女性,カナダ,,I hope that the charm of the region will be conveyed,地域の魅力が発信されますように,I hope that the charm of the region will be conveyed,我希望该地区的魅力将被传达,이 지역의 매력이 전달되기를 바랍니다.,🇨🇦,2025-05-04 23:52:11
-10,回答しない,ケニア,,I hope that haunted houses will no longer be scared,おばけ屋敷がこわくなくなりますように,I hope the ghost house will no longer be scary,我希望幽灵屋不会再可怕,유령 집이 더 이상 무섭지 않기를 바랍니다.,🇰🇪,2025-05-04 23:52:11
51-60,男性,日本,宮城県,結婚できますように,結婚できますように,I hope you can get married,我希望你能结婚,결혼 할 수 있기를 바랍니다,🇯🇵,2025-05-04 23:52:11
41-50,女性,日本,広島県,文化交流が活発に行われますように,文化交流が活発に行われますように,I hope that cultural exchanges will be carried out actively,我希望文化交流将积极进行,문화 교류가 적극적으로 수행되기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
70-,回答しない,韓国,,실험 데이터가 원하는대로 얻을 수 있기를 바랍니다,実験データが思い通りに取れますように,I hope that the experimental data can be obtained as desired,我希望可以根据需要获得实验数据,실험 데이터가 원하는대로 얻을 수 있기를 바랍니다.,🇰🇷,2025-05-04 23:52:11
31-40,男性,コロンビア,,Espero que puedas hacer los mejores recuerdos en tu viaje familiar,家族旅行で最高の思い出が作れますように,I hope you can make the best memories on your family trip,希望您能在家庭旅行中留下最好的回忆,가족 여행에서 최고의 추억을 만들 수 있기를 바랍니다.,🇨🇦,2025-05-04 23:52:11
70-,回答しない,中国,,希望您能发现新的学习,新しい学びに出会えますように,I hope you will discover new learning,希望您能发现新的学习,새로운 학습을 발견하시기 바랍니다,🇨🇳,2025-05-04 23:52:11
70-,女性,中国,,希望您有机会进步您的职业生涯,キャリアアップのチャンスが来ますように,I hope you have a chance to advance your career,希望您有机会进步您的职业生涯,나는 당신이 당신의 경력을 발전시킬 기회가 있기를 바랍니다.,🇨🇳,2025-05-04 23:52:11
70-,男性,日本,神奈川県,プレゼンがうまくいきますように,プレゼンがうまくいきますように,I hope the presentation goes well,我希望演讲顺利,프레젠테이션이 잘되기를 바랍니다,🇯🇵,2025-05-04 23:52:11
61-70,男性,ポーランド,,I hope that young people have more active U-turns and I-turns,若者のUターン・Iターンが活発になりますように,I hope that young people have more active U-turns and I-turns,我希望年轻人有更多活跃的掉头和i-turns,젊은이들이 더 활발한 U 턴과 I 턴을하기를 바랍니다.,🇵🇱,2025-05-04 23:52:11
21-30,女性,日本,青森県,ロックバンドとしてメジャーデビューできますように,ロックバンドとしてメジャーデビューできますように,Hopefully they can make their major debut as a rock band,希望他们能成为摇滚乐队的主要首次亮相,바라건대 그들은 록 밴드로 메이저 데뷔를 할 수 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
-10,男性,日本,大阪府,お友だちがずっと仲良くしてくれますように,お友だちがずっと仲良くしてくれますように,I hope my friends will always be friends,我希望我的朋友永远是朋友,내 친구들이 항상 친구가되기를 바랍니다,🇯🇵,2025-05-04 23:52:11
70-,女性,日本,長崎県,海外で新しいビジネスを立ち上げられますように,海外で新しいビジネスを立ち上げられますように,I hope you can start a new business overseas,希望您可以在海外开设一家新业务,해외에서 새로운 사업을 시작할 수 있기를 바랍니다,🇯🇵,2025-05-04 23:52:11
-10,男性,中国,,我希望每个人都相处得很好,みんな仲良くなりますように,I hope everyone gets along well,我希望每个人都相处得很好,모두가 잘 지내길 바랍니다,🇨🇳,2025-05-04 23:52:11
70-,女性,日本,鳥取県,グローバルヘルスが向上しますように,グローバルヘルスが向上しますように,I hope that global health will improve,我希望全球健康能改善,글로벌 건강이 향상되기를 바랍니다,🇯🇵,2025-05-04 23:52:11
31-40,男性,日本,岡山県,修学旅行が思い出深いものになりますように,修学旅行が思い出深いものになりますように,I hope your school trip will be memorable,希望您的学校旅行会令人难忘,학교 여행이 기억에 남기를 바랍니다,🇯🇵,2025-05-04 23:52:11
21-30,女性,インドネシア,,I hope you can work overseas,海外で仕事ができますように,I hope you can work overseas,我希望你能在海外工作,해외에서 일할 수 있기를 바랍니다,🇮🇩,2025-05-04 23:52:11
21-30,回答しない,日本,大阪府,森林を保護するプロジェクトを立ち上げられますように,森林を保護するプロジェクトを立ち上げられますように,I hope you can launch a forest conservation project,希望您可以启动一个森林保护项目,산림 보존 프로젝트를 시작할 수 있기를 바랍니다,🇯🇵,2025-05-04 23:52:11
51-60,回答しない,中国,,我希望您的商务旅行有意义,出張が有意義なものになりますように,I hope that your business trip will be meaningful,我希望您的商务旅行有意义,나는 당신의 출장이 의미가 있기를 바랍니다,🇨🇳,2025-05-04 23:52:11
61-70,女性,日本,宮崎県,ツールの操作ミスが減りますように,ツールの操作ミスが減りますように,I hope that tool operation will be reduced,我希望该工具操作将减少,도구 작동이 줄어들기를 바랍니다,🇯🇵,2025-05-04 23:52:11
51-60,男性,日本,兵庫県,定時で帰宅できる習慣がつきますように,定時で帰宅できる習慣がつきますように,I hope you will develop the habit of getting home on time,希望您能养成准时回家的习惯,나는 당신이 제 시간에 집에 도착하는 습관을 개발하기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
51-60,女性,中国,,希望您的想法得到赞赏,自分のアイデアが評価されますように,I hope your ideas are appreciated,希望您的想法得到赞赏,당신의 아이디어가 감사하길 바랍니다,🇨🇳,2025-05-04 23:52:11
